run_id,source_acquisition_version,role,severity,source_valid,eligibility,training_eligible,reason,included,exclusion_enforced
sand_hardened_0p15_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p15_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p15_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p15_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p20_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p20_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p20_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p20_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p20_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p10_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p10_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p10_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p10_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p10_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p15_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p15_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p15_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p15_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p15_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p20_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p20_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p20_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p20_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_1of3_0p20_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p10_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p10_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p10_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p10_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p10_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p15_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p15_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p15_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p15_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p15_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p20_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p20_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p20_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p20_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_2of3_0p20_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p10_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p10_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p10_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p10_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p10_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p15_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p15_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p15_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p15_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p15_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p20_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p20_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p20_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p20_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_3of4_stronger_v2_0p20_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p10_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p10_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p10_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p10_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p10_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p15_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p15_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p15_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p15_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p15_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p20_v00,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p20_v01,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p20_v02,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p20_v03,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_solref_interpolation_5of6_stronger_v2_0p20_v04,existing_v2,sink_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
